Source_Data_Row,Compound name,Smiles,Canonical_SMILES,logkp (cm/s),Predicted_logKp_LGBM,Prediction_Error_LGBM,Absolute_Error_LGBM,Within_Tolerance_LGBM,skin source type,skin source site,used layer,skin preparation,storage temperature (°C),storage duration (days),neat,donor/skin surface temperature (°C),donor pH,donor type,acceptor temperature (°C),acceptor pH,acceptor type,cell type,reference,DOI,DOI_URL,LogP,molecular weight,Condition_Signature
435,Flufenamic acid,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,-6.20100000,-6.14900596,0.05199404,0.05199404,True,Abdominoplasty,abdomen,stratum corneum,trypsinisation,-26,180,0,32,7.4,Sorensen buffer,32,7.4,PBS,Franz cell,"Henning, 2008",10.1159/000112958,https://doi.org/10.1159/000112958,4.14720000,281.06636322,skin source type=Abdominoplasty; skin source site=abdomen; used layer=stratum corneum; skin preparation=trypsinisation; storage temperature (°C)=-26; storage duration (days)=180; neat=0; donor/skin surface temperature (°C)=32; donor pH=7.4; donor type=Sorensen buffer; acceptor temperature (°C)=32; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell
436,Flufenamic acid,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,-6.09400000,-6.14900596,-0.05500596,0.05500596,True,Abdominoplasty,abdomen,dermis,heat separation,-26,180,0,32,7.4,Sorensen buffer,32,7.4,PBS,Franz cell,"Henning, 2008",10.1159/000112958,https://doi.org/10.1159/000112958,4.14720000,281.06636322,skin source type=Abdominoplasty; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=-26; storage duration (days)=180; neat=0; donor/skin surface temperature (°C)=32; donor pH=7.4; donor type=Sorensen buffer; acceptor temperature (°C)=32; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell
437,Flufenamic acid,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,-6.11100000,-6.14900596,-0.03800596,0.03800596,True,Abdominoplasty,abdomen,"epidermis, dermis",dermatomed 500um,-26,180,0,32,7.4,Sorensen buffer,32,7.4,PBS,Franz cell,"Henning, 2008",10.1159/000112958,https://doi.org/10.1159/000112958,4.14720000,281.06636322,"skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=dermatomed 500um; storage temperature (°C)=-26; storage duration (days)=180; neat=0; donor/skin surface temperature (°C)=32; donor pH=7.4; donor type=Sorensen buffer; acceptor temperature (°C)=32; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell"
439,Butyl p-aminobenzoate,CCCCOC(=O)c1ccc(cc1)N,CCCCOC(=O)c1ccc(N)cc1,-4.41000000,-5.00240509,-0.59240509,0.59240509,True,Cadaver,thigh,"epidermis, dermis without stratum corneum","dermatomed, tape-stripped",4,unknown,0,25,unknown,unknown,25,unknown,unknown,Flow through cell,"Roy, 1993",10.1002/jps.2600821217,https://doi.org/10.1002/jps.2600821217,2.22570000,193.11027872,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis without stratum corneum; skin preparation=dermatomed, tape-stripped; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=25; acceptor pH=unknown; acceptor type=unknown; cell type=Flow through cell"
441,1-Pentanol,CCCCCO,CCCCCO,-2.77800000,-5.75408847,-2.97608847,2.97608847,False,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1971",10.1152/physrev.1971.51.4.702,https://doi.org/10.1152/physrev.1971.51.4.702,1.16890000,88.08881500,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
442,1-Butanol,CCCCO,CCCCO,-6.55600000,-5.98849686,0.56750314,0.56750314,True,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,0.77880000,74.07316494,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=1; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
443,1-Butanol,CCCCO,CCCCO,-5.07900000,-5.98849686,-0.90949686,0.90949686,False,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,0.77880000,74.07316494,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
444,Ethanol,CCO,CCO,-5.71100000,-6.54635716,-0.83535716,0.83535716,False,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,-0.00140000,46.04186481,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=1; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
445,Ethanol,CCO,CCO,-5.01200000,-6.54635716,-1.53435716,1.53435716,False,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,-0.00140000,46.04186481,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
446,1-Heptanol,CCCCCCCO,CCCCCCCO,-5.15800000,-4.98629365,0.17170635,0.17170635,True,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,1.94910000,116.12011513,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
447,1-Heptanol,CCCCCCCO,CCCCCCCO,-7.71100000,-4.98629365,2.72470635,2.72470635,False,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,1.94910000,116.12011513,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=1; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
448,1-Hexanol,CCCCCCO,CCCCCCO,-5.25500000,-5.27018096,-0.01518096,0.01518096,True,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,1.55900000,102.10446507,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
449,1-Hexanol,CCCCCCO,CCCCCCO,-7.01200000,-5.27018096,1.74181904,1.74181904,False,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,1.55900000,102.10446507,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=1; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
450,Methanol,CO,CO,-5.19500000,-6.67327972,-1.47827972,1.47827972,False,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,-0.39150000,32.02621475,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=1; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
451,Methanol,CO,CO,-4.83200000,-6.67327972,-1.84127972,1.84127972,False,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,-0.39150000,32.02621475,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
452,1-Octanol,CCCCCCCCO,CCCCCCCCO,-5.14100000,-4.73831328,0.40268672,0.40268672,True,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,2.33920000,130.13576520,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
453,1-Octanol,CCCCCCCCO,CCCCCCCCO,-8.25500000,-4.73831328,3.51668672,3.51668672,False,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,2.33920000,130.13576520,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=1; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
454,1-Pentanol,CCCCCO,CCCCCO,-5.17600000,-5.75408847,-0.57808847,0.57808847,True,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,1.16890000,88.08881500,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
455,1-Pentanol,CCCCCO,CCCCCO,-6.65300000,-5.75408847,0.89891153,0.89891153,False,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,1.16890000,88.08881500,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=1; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
456,1-Propanol,CCCO,CCCO,-5.06500000,-6.40916063,-1.34416063,1.34416063,False,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,0.38870000,60.05751488,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
457,1-Propanol,CCCO,CCCO,-6.30100000,-6.40916063,-0.10816063,0.10816063,True,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,https://doi.org/10.1111/1523-1747.ep12723090,0.38870000,60.05751488,skin source type=Cadaver; skin source site=abdomen; used layer=dermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=1; donor/skin surface temperature (°C)=25; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Water; cell type=Pyrex cell
458,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-7.07900000,-5.51023571,1.56876429,1.56876429,False,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,2.88,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.13670000,336.22016352,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=2.88; donor type=Citrate-phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
459,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-6.44200000,-5.51023571,0.93176429,0.93176429,False,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,5.08,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.13670000,336.22016352,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=5.08; donor type=Citrate-phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
460,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-5.84900000,-5.51023571,0.33876429,0.33876429,True,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,6.02,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.13670000,336.22016352,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=6.02; donor type=Citrate-phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
461,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-5.70500000,-5.51023571,0.19476429,0.19476429,True,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,6.95,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.13670000,336.22016352,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=6.95; donor type=Citrate-phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
462,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-5.45200000,-5.51023571,-0.05823571,0.05823571,True,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,7.43,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.13670000,336.22016352,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=7.43; donor type=Potassium phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
463,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-5.20600000,-5.51023571,-0.30423571,0.30423571,True,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,7.95,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.13670000,336.22016352,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=7.95; donor type=Potassium phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
464,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-5.11500000,-5.51023571,-0.39523571,0.39523571,True,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,8.52,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.13670000,336.22016352,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=8.52; donor type=Potassium phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
465,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-5.01300000,-5.51023571,-0.49723571,0.49723571,True,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,9.04,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.13670000,336.22016352,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=9.04; donor type=Potassium phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
466,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-5.03900000,-5.51023571,-0.47123571,0.47123571,True,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,9.37,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.13670000,336.22016352,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=9.37; donor type=Potassium phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
467,Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-6.89400000,-5.39696371,1.49703629,1.49703629,False,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,2.88,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.21480000,386.20279920,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=2.88; donor type=Citrate-phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
468,Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-6.15800000,-5.39696371,0.76103629,0.76103629,False,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,5.08,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.21480000,386.20279920,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=5.08; donor type=Citrate-phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
469,Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-5.76400000,-5.39696371,0.36703629,0.36703629,True,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,6.02,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.21480000,386.20279920,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=6.02; donor type=Citrate-phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
470,Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-5.55200000,-5.39696371,0.15503629,0.15503629,True,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,6.95,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.21480000,386.20279920,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=6.95; donor type=Citrate-phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
471,Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-5.36000000,-5.39696371,-0.03696371,0.03696371,True,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,7.43,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.21480000,386.20279920,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=7.43; donor type=Potassium phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
472,Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-5.19300000,-5.39696371,-0.20396371,0.20396371,True,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,7.95,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.21480000,386.20279920,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=7.95; donor type=Potassium phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
473,Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-5.08200000,-5.39696371,-0.31496371,0.31496371,True,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,8.52,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,https://doi.org/10.1023/A:1015912932416,4.21480000,386.20279920,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=8.52; donor type=Potassium phosphate buffer; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=unknown"
